Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
677;2025-10-26;3;2;2;0;3;0;0;2;5;6;19;21;12;22;19;21;18;19;8;7;12;6;1;0;208;;7;677 - Pont Willy Brandt vers Malakoff;2025-10-26;Vacances de la Toussaint
682;2025-10-26;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;682 - pont Anne de Bretagne vers Sud;2025-10-26;Vacances de la Toussaint
786;2025-10-26;41;30;21;16;12;5;7;9;15;31;67;80;91;61;60;75;78;84;82;56;37;26;20;14;1018;;7;786 - 50 Otages Vers Nord;2025-10-26;Vacances de la Toussaint
947;2025-10-26;1;1;1;1;1;0;2;2;2;8;14;27;19;15;22;21;22;16;6;1;0;0;1;0;183;;7;947 - Bd Malakoff vers Ouest;2025-10-26;Vacances de la Toussaint
948;2025-10-26;3;2;3;0;0;0;0;1;2;9;24;13;17;17;15;28;15;18;3;6;1;3;2;0;182;;7;948 - Bd Malakoff vers Est;2025-10-26;Vacances de la Toussaint
987;2025-10-26;4;3;3;0;0;2;0;0;0;2;6;9;5;4;4;4;6;12;4;2;5;5;5;0;85;;7;987 - Tremie vers Est;2025-10-26;Vacances de la Toussaint
996;2025-10-26;7;9;3;2;0;0;1;2;3;15;24;23;19;20;21;26;28;15;19;7;9;5;2;1;261;;7;996 - Van Iseghem vers Nord;2025-10-26;Vacances de la Toussaint
943;2025-10-26;0;1;0;0;1;0;0;0;0;6;4;2;4;3;0;5;5;5;6;0;0;0;0;0;42;;7;943 - Magellan vers Ouest;2025-10-26;Vacances de la Toussaint
977;2025-10-26;0;0;2;0;0;0;0;0;0;2;6;8;2;0;0;4;4;6;2;;;;;;36;Faible;7;977 - pont des 3 Continents vers Nord;2025-10-26;Vacances de la Toussaint
988;2025-10-26;9;4;0;0;1;0;4;3;9;22;19;17;28;18;32;40;34;41;39;25;23;9;12;13;402;;7;988 - Kennedy vers Est;2025-10-26;Vacances de la Toussaint
995;2025-10-26;1;6;3;0;0;3;1;1;11;28;36;28;25;39;33;29;41;26;19;11;16;5;2;0;364;;7;995 - Ceineray vers Ouest;2025-10-26;Vacances de la Toussaint
679;2025-10-26;0;1;0;0;0;0;0;0;4;1;6;7;5;5;9;3;2;4;4;2;0;1;1;1;56;;7;679 - Bd Malakoff vers Gare Sud;2025-10-26;Vacances de la Toussaint
945;2025-10-26;7;11;5;1;4;0;4;2;9;11;17;8;13;7;12;21;21;27;20;2;9;9;5;3;228;;7;945 - Magellan vers Ouest;2025-10-26;Vacances de la Toussaint
946;2025-10-26;7;7;1;6;9;0;5;1;6;17;25;15;15;14;14;24;25;21;18;16;4;12;3;1;266;;7;946 - Magellan vers Est;2025-10-26;Vacances de la Toussaint
787;2025-10-26;14;12;5;1;1;4;8;8;41;48;65;80;63;68;54;57;75;48;59;38;29;11;9;6;804;;7;787 - 50 Otages Vers Sud;2025-10-26;Vacances de la Toussaint
669;2025-10-26;4;1;2;2;1;1;5;3;8;13;19;15;18;9;15;16;12;18;20;11;6;4;3;1;207;;7;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-26;Vacances de la Toussaint
673;2025-10-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;673 - Pont de Pornic vers Sud;2025-10-26;Vacances de la Toussaint
997;2025-10-26;4;0;3;0;0;0;1;3;4;14;28;44;23;14;9;21;19;20;18;3;3;0;1;1;233;;7;997 - Van Iseghem vers Sud;2025-10-26;Vacances de la Toussaint
672;2025-10-26;12;7;3;1;0;1;1;0;16;11;28;19;21;20;23;40;20;26;25;14;7;3;2;0;300;;7;672 - Pont de Pornic vers Nord;2025-10-26;Vacances de la Toussaint
725;2025-10-26;2;3;3;4;1;0;1;1;11;12;18;14;21;12;19;18;9;14;16;14;14;7;4;4;222;;7;725 - Pont Tabarly vers Sud;2025-10-26;Vacances de la Toussaint
746;2025-10-26;4;1;0;0;0;0;0;1;2;18;30;34;25;13;11;19;24;31;16;2;1;0;0;0;232;;7;746 - Chemin de halage Tortière vers Sud;2025-10-26;Vacances de la Toussaint
747;2025-10-26;2;5;1;1;0;0;0;2;11;17;19;30;25;20;22;31;28;12;14;3;4;2;2;2;253;;7;747 - Chemin de halage Tortière vers Nord;2025-10-26;Vacances de la Toussaint
890;2025-10-26;36;28;23;9;13;5;20;18;47;73;92;106;106;72;89;86;91;97;91;41;46;28;25;12;1254;;7;890 - Pont de Pirmil vers Sud;2025-10-26;Vacances de la Toussaint
950;2025-10-26;2;0;0;0;0;0;0;1;2;0;1;4;1;1;4;0;3;0;3;1;0;1;0;0;24;;7;950 - avenue de la Libération vers Nord;2025-10-26;Vacances de la Toussaint
788;2025-10-26;31;27;21;10;6;2;8;4;12;21;35;48;62;31;43;53;66;56;68;43;36;30;11;12;736;;7;788 - 50 Otages Vers Nord;2025-10-26;Vacances de la Toussaint
676;2025-10-26;1;9;4;0;1;3;4;1;8;17;23;21;9;15;20;19;19;14;16;15;14;2;2;2;239;;7;676 - Pont Willy Brandt vers Beaulieu;2025-10-26;Vacances de la Toussaint
683;2025-10-26;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;683 - pont Anne de Bretagne vers Nord;2025-10-26;Vacances de la Toussaint
742;2025-10-26;16;11;12;6;12;14;6;17;10;17;30;29;42;23;39;34;52;47;39;20;18;11;5;8;518;;7;742 - Philippot vers Est;2025-10-26;Vacances de la Toussaint
667;2025-10-26;9;8;7;6;8;2;15;6;13;40;45;55;42;32;47;73;76;64;75;51;35;17;7;6;739;;7;667 - Entrée pont Audibert vers Nord;2025-10-26;Vacances de la Toussaint
880;2025-10-26;41;14;11;2;11;5;14;6;13;17;36;44;35;30;48;38;49;31;54;35;23;20;17;18;612;;7;880 - Madeleine vers Nord;2025-10-26;Vacances de la Toussaint
672;2025-10-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;672 - Pont de Pornic vers Nord;2025-10-26;Vacances de la Toussaint
666;2025-10-26;1;2;6;0;0;0;0;0;6;6;9;3;9;6;7;1;4;5;3;4;1;4;1;1;79;;7;666 - Pont Audibert vers Sud;2025-10-26;Vacances de la Toussaint
673;2025-10-26;13;8;7;4;1;2;2;2;8;15;15;18;20;20;19;42;24;25;26;17;8;1;2;3;302;;7;673 - Pont de Pornic vers Sud;2025-10-26;Vacances de la Toussaint
681;2025-10-26;12;14;10;12;6;3;2;4;4;6;22;27;24;18;23;26;36;33;33;25;14;15;16;8;393;;7;681 - Stalingrad vers est;2025-10-26;Vacances de la Toussaint
949;2025-10-26;2;0;0;0;0;0;0;1;2;0;1;4;1;1;4;0;3;0;3;1;0;1;0;0;24;;7;949 - avenue de la Libération vers Sud;2025-10-26;Vacances de la Toussaint
980;2025-10-26;0;0;0;0;0;0;0;0;0;0;6;0;3;1;1;3;1;1;1;0;0;0;1;0;18;;7;980 - Pont Tabarly vers Sud;2025-10-26;Vacances de la Toussaint
981;2025-10-26;0;1;0;0;0;1;0;1;3;9;7;14;5;5;4;3;4;4;4;2;1;0;0;0;68;;7;981 - Pont Tabarly vers Nord;2025-10-26;Vacances de la Toussaint
944;2025-10-26;0;1;0;0;0;0;0;0;3;5;9;3;6;4;4;8;6;7;13;0;0;1;0;0;70;;7;944 - Magellan vers Est;2025-10-26;Vacances de la Toussaint
959;2025-10-26;0;0;0;0;1;1;0;1;1;4;7;4;2;4;2;6;2;4;1;2;1;0;0;0;43;;7;959 - Sorinières Vers Sud;2025-10-26;Vacances de la Toussaint
960;2025-10-26;0;0;0;0;0;0;1;0;3;2;2;3;5;0;2;7;1;7;5;0;1;0;1;0;40;;7;960 - Sorinières Vers Nord;2025-10-26;Vacances de la Toussaint
989;2025-10-26;12;18;14;11;3;6;7;4;16;12;24;45;30;30;32;28;53;44;45;24;23;7;6;6;500;;7;989 - Kennedy vers Ouest;2025-10-26;Vacances de la Toussaint
668;2025-10-26;7;18;7;5;2;1;4;1;4;5;14;19;12;24;18;13;18;16;14;20;9;7;8;3;249;;7;668 - De Gaulle vers sud;2025-10-26;Vacances de la Toussaint
680;2025-10-26;11;14;14;9;6;3;8;4;13;33;28;27;52;26;39;28;62;44;37;27;18;13;9;7;532;;7;680 - Stalingrad vers ouest;2025-10-26;Vacances de la Toussaint
664;2025-10-26;10;14;10;4;1;2;6;8;9;15;14;28;16;24;23;21;19;19;14;34;22;6;15;5;339;;7;664 - Bonduelle vers sud;2025-10-26;Vacances de la Toussaint
994;2025-10-26;13;11;5;2;0;0;0;2;1;12;12;30;21;10;21;17;30;22;29;14;9;8;2;1;272;;7;994 - Ceineray vers Est;2025-10-26;Vacances de la Toussaint
674;2025-10-26;19;17;12;0;1;3;4;1;11;11;8;24;28;18;19;25;23;18;20;20;26;12;9;9;338;;7;674 - Pont Haudaudine vers Sud;2025-10-26;Vacances de la Toussaint
727;2025-10-26;0;0;1;2;0;1;0;2;10;17;28;32;22;12;14;10;17;19;11;12;1;1;2;0;214;;7;727 - Pont Tabarly vers Nord;2025-10-26;Vacances de la Toussaint
743;2025-10-26;19;14;11;2;1;5;1;3;19;36;29;41;33;41;40;45;49;32;33;31;20;11;16;6;538;;7;743 - Philippot vers ouest;2025-10-26;Vacances de la Toussaint
744;2025-10-26;4;7;4;1;2;2;1;3;7;19;15;20;12;15;15;27;31;35;25;28;15;14;12;8;322;;7;744 - Calvaire vers Est;2025-10-26;Vacances de la Toussaint
986;2025-10-26;0;0;3;0;0;0;1;2;4;10;4;3;9;2;6;5;6;4;9;2;4;4;2;0;80;;7;986 - Tremie vers Ouest;2025-10-26;Vacances de la Toussaint
881;2025-10-26;9;10;6;2;5;2;13;8;18;37;52;58;69;38;51;62;65;57;59;45;38;15;6;6;731;;7;881 - Madeleine vers Sud;2025-10-26;Vacances de la Toussaint
673;2025-10-26;6;3;3;4;0;2;0;2;6;9;10;17;16;17;11;32;23;13;22;13;9;3;1;2;224;;7;673 - Pont de Pornic vers Sud;2025-10-26;Vacances de la Toussaint
668;2025-10-25;10;11;6;4;2;0;3;3;11;9;11;16;21;21;20;33;16;18;30;30;16;10;17;19;337;;6;668 - De Gaulle vers sud;2025-10-25;Vacances de la Toussaint
669;2025-10-25;1;1;0;0;3;0;4;6;14;12;12;17;12;19;17;29;26;15;23;22;15;11;7;6;272;;6;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-25;Vacances de la Toussaint
670;2025-10-25;5;7;3;0;2;2;1;4;4;6;4;7;12;14;15;18;12;7;15;8;5;5;2;2;160;;6;670 - Pont de Pirmil vers Sud;2025-10-25;Vacances de la Toussaint
665;2025-10-25;2;1;0;2;3;0;5;7;16;24;19;27;21;16;25;37;36;27;24;28;11;13;17;12;373;;6;665 - Bonduelle vers Nord;2025-10-25;Vacances de la Toussaint
787;2025-10-25;22;11;3;3;4;3;9;8;19;61;82;111;85;91;89;99;104;72;100;64;58;32;30;19;1179;;6;787 - 50 Otages Vers Sud;2025-10-25;Vacances de la Toussaint
788;2025-10-25;44;31;16;6;11;1;6;14;13;38;50;73;79;57;83;84;109;88;104;96;50;30;37;35;1155;;6;788 - 50 Otages Vers Nord;2025-10-25;Vacances de la Toussaint
683;2025-10-25;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;683 - pont Anne de Bretagne vers Nord;2025-10-25;Vacances de la Toussaint
745;2025-10-25;1;3;1;0;1;1;0;0;0;3;5;6;6;5;10;9;6;11;17;8;3;3;2;1;102;;6;745 - Calvaire vers Ouest;2025-10-25;Vacances de la Toussaint
977;2025-10-25;0;2;0;0;0;0;0;0;0;8;4;2;4;2;2;0;6;10;6;4;4;2;2;0;58;;6;977 - pont des 3 Continents vers Nord;2025-10-25;Vacances de la Toussaint
944;2025-10-25;0;0;0;1;0;1;0;0;4;4;3;7;4;5;3;12;6;5;4;3;4;1;2;0;69;;6;944 - Magellan vers Est;2025-10-25;Vacances de la Toussaint
945;2025-10-25;22;7;8;3;3;1;2;0;7;14;9;18;19;28;17;34;32;19;23;21;13;10;10;7;327;;6;945 - Magellan vers Ouest;2025-10-25;Vacances de la Toussaint
672;2025-10-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;672 - Pont de Pornic vers Nord;2025-10-25;Vacances de la Toussaint
673;2025-10-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;673 - Pont de Pornic vers Sud;2025-10-25;Vacances de la Toussaint
742;2025-10-25;8;11;11;7;5;2;5;5;10;34;44;56;49;43;57;61;55;40;53;55;39;19;16;24;709;;6;742 - Philippot vers Est;2025-10-25;Vacances de la Toussaint
786;2025-10-25;48;32;19;13;10;5;12;14;24;63;81;88;100;67;102;146;142;128;114;100;79;47;37;39;1510;;6;786 - 50 Otages Vers Nord;2025-10-25;Vacances de la Toussaint
667;2025-10-25;24;7;7;7;6;2;18;19;43;57;68;52;78;63;87;106;97;68;93;63;56;25;29;15;1090;;6;667 - Entrée pont Audibert vers Nord;2025-10-25;Vacances de la Toussaint
959;2025-10-25;0;0;1;1;2;0;0;1;1;2;4;2;1;1;4;2;8;1;6;3;1;0;1;1;43;;6;959 - Sorinières Vers Sud;2025-10-25;Vacances de la Toussaint
881;2025-10-25;25;11;9;5;4;3;11;18;22;55;71;68;70;66;94;114;83;67;80;72;56;29;19;17;1069;;6;881 - Madeleine vers Sud;2025-10-25;Vacances de la Toussaint
986;2025-10-25;1;0;1;1;0;0;0;0;6;8;12;14;6;14;15;13;17;9;9;9;10;5;2;0;152;;6;986 - Tremie vers Ouest;2025-10-25;Vacances de la Toussaint
785;2025-10-25;35;21;12;10;8;3;11;21;21;60;77;105;103;109;112;118;139;113;110;124;87;49;51;35;1534;;6;785 - 50 Otages Vers Sud;2025-10-25;Vacances de la Toussaint
675;2025-10-25;14;9;7;1;2;0;5;2;10;38;34;21;0;0;28;15;31;28;32;0;26;0;0;0;303;;6;675 - Pont Haudaudine vers Nord;2025-10-25;Vacances de la Toussaint
676;2025-10-25;10;1;2;2;0;1;0;2;5;14;10;25;12;17;24;22;14;24;18;24;19;7;0;4;257;;6;676 - Pont Willy Brandt vers Beaulieu;2025-10-25;Vacances de la Toussaint
673;2025-10-25;12;12;6;3;2;3;3;3;5;7;12;22;22;15;18;40;27;39;39;32;16;14;8;7;367;;6;673 - Pont de Pornic vers Sud;2025-10-25;Vacances de la Toussaint
664;2025-10-25;14;18;4;4;5;3;4;9;11;11;25;25;40;28;23;39;22;35;30;51;29;18;13;14;475;;6;664 - Bonduelle vers sud;2025-10-25;Vacances de la Toussaint
679;2025-10-25;0;1;0;0;0;0;0;1;0;1;5;2;7;1;5;7;3;3;3;3;4;2;0;2;50;;6;679 - Bd Malakoff vers Gare Sud;2025-10-25;Vacances de la Toussaint
744;2025-10-25;4;3;2;2;1;1;2;3;5;12;29;51;43;40;33;39;55;44;42;44;30;17;7;9;518;;6;744 - Calvaire vers Est;2025-10-25;Vacances de la Toussaint
890;2025-10-25;32;35;11;14;12;5;13;15;32;63;71;90;73;76;90;106;108;107;104;89;69;41;26;30;1312;;6;890 - Pont de Pirmil vers Sud;2025-10-25;Vacances de la Toussaint
950;2025-10-25;0;0;1;0;0;0;0;0;2;4;5;4;2;1;1;2;6;7;3;4;2;1;0;0;45;;6;950 - avenue de la Libération vers Nord;2025-10-25;Vacances de la Toussaint
979;2025-10-25;2;4;8;2;5;2;7;2;12;28;23;32;18;19;26;39;57;44;39;53;26;18;8;10;484;;6;979 - pont des 3 Continents vers Sud;2025-10-25;Vacances de la Toussaint
988;2025-10-25;3;2;2;0;0;2;2;6;10;23;26;32;39;32;27;39;45;23;32;43;25;13;5;11;442;;6;988 - Kennedy vers Est;2025-10-25;Vacances de la Toussaint
946;2025-10-25;14;6;5;4;3;1;4;4;16;16;15;15;25;21;18;26;20;15;31;21;13;12;7;17;329;;6;946 - Magellan vers Est;2025-10-25;Vacances de la Toussaint
947;2025-10-25;1;1;0;0;0;2;0;0;4;5;9;16;21;6;12;30;12;13;11;7;2;3;2;0;157;;6;947 - Bd Malakoff vers Ouest;2025-10-25;Vacances de la Toussaint
994;2025-10-25;16;8;5;4;2;0;1;5;6;9;15;25;26;19;28;32;36;43;39;41;10;14;18;6;408;;6;994 - Ceineray vers Est;2025-10-25;Vacances de la Toussaint
674;2025-10-25;28;13;11;4;6;4;3;3;8;16;27;43;28;32;41;34;26;44;52;38;40;17;11;14;543;;6;674 - Pont Haudaudine vers Sud;2025-10-25;Vacances de la Toussaint
672;2025-10-25;7;10;3;1;0;2;1;4;13;33;26;23;25;24;26;39;28;39;36;37;17;11;3;4;412;;6;672 - Pont de Pornic vers Nord;2025-10-25;Vacances de la Toussaint
680;2025-10-25;16;12;8;6;6;2;3;5;22;26;45;47;40;38;46;39;47;32;41;38;37;28;13;13;610;;6;680 - Stalingrad vers ouest;2025-10-25;Vacances de la Toussaint
960;2025-10-25;0;0;0;0;0;0;1;1;0;0;4;1;2;2;3;7;4;1;3;0;0;1;1;1;32;;6;960 - Sorinières Vers Nord;2025-10-25;Vacances de la Toussaint
981;2025-10-25;1;0;1;0;0;0;0;0;3;1;4;4;4;4;3;3;4;1;7;3;3;2;0;2;50;;6;981 - Pont Tabarly vers Nord;2025-10-25;Vacances de la Toussaint
943;2025-10-25;1;0;0;0;0;0;0;0;1;1;4;3;4;1;4;4;3;1;2;3;2;2;2;2;40;;6;943 - Magellan vers Ouest;2025-10-25;Vacances de la Toussaint
673;2025-10-25;6;7;5;1;2;4;0;1;0;5;12;17;23;13;14;27;19;31;20;20;11;11;5;5;259;;6;673 - Pont de Pornic vers Sud;2025-10-25;Vacances de la Toussaint
672;2025-10-25;14;18;5;4;1;3;3;7;20;36;30;29;29;31;32;55;45;52;65;50;23;17;6;11;586;;6;672 - Pont de Pornic vers Nord;2025-10-25;Vacances de la Toussaint
677;2025-10-25;4;4;0;1;1;1;0;1;5;5;15;18;25;16;13;14;19;9;27;17;12;4;19;7;237;;6;677 - Pont Willy Brandt vers Malakoff;2025-10-25;Vacances de la Toussaint
949;2025-10-25;0;0;1;0;0;0;0;0;2;4;5;4;2;1;1;3;10;8;3;5;2;1;0;0;52;;6;949 - avenue de la Libération vers Sud;2025-10-25;Vacances de la Toussaint
980;2025-10-25;0;2;0;0;0;0;0;0;1;0;1;2;2;2;1;3;5;2;1;2;0;0;2;0;26;;6;980 - Pont Tabarly vers Sud;2025-10-25;Vacances de la Toussaint
987;2025-10-25;4;2;1;0;1;0;0;1;1;5;2;8;7;13;9;13;15;10;9;10;5;6;2;7;131;;6;987 - Tremie vers Est;2025-10-25;Vacances de la Toussaint
948;2025-10-25;2;4;0;0;2;0;0;0;4;3;15;8;10;7;12;27;19;10;6;9;4;8;5;4;159;;6;948 - Bd Malakoff vers Est;2025-10-25;Vacances de la Toussaint
847;2025-10-25;41;37;29;15;12;7;9;16;18;32;36;53;62;84;81;88;94;86;103;91;51;36;34;31;1146;;6;847 - Entrée pont Audibert vers Sud;2025-10-25;Vacances de la Toussaint
681;2025-10-25;16;8;7;3;3;1;1;3;5;9;11;19;29;39;19;36;34;27;34;43;14;18;13;20;412;;6;681 - Stalingrad vers est;2025-10-25;Vacances de la Toussaint
682;2025-10-25;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;682 - pont Anne de Bretagne vers Sud;2025-10-25;Vacances de la Toussaint
725;2025-10-25;0;4;5;1;1;0;0;1;6;6;11;10;10;14;14;20;10;12;13;11;6;10;3;2;170;;6;725 - Pont Tabarly vers Sud;2025-10-25;Vacances de la Toussaint
743;2025-10-25;18;15;11;4;5;4;2;5;19;35;32;50;56;42;36;48;51;54;42;41;51;23;15;25;684;;6;743 - Philippot vers ouest;2025-10-25;Vacances de la Toussaint
747;2025-10-25;5;6;1;1;0;0;2;7;10;21;21;24;21;9;21;26;25;16;14;16;2;2;3;6;259;;6;747 - Chemin de halage Tortière vers Nord;2025-10-25;Vacances de la Toussaint
995;2025-10-25;3;1;2;1;3;1;5;3;10;31;37;37;35;36;42;42;44;36;42;36;32;12;6;6;503;;6;995 - Ceineray vers Ouest;2025-10-25;Vacances de la Toussaint
997;2025-10-25;0;0;1;0;0;0;2;2;8;23;32;35;31;16;20;19;27;26;17;18;7;7;3;3;297;;6;997 - Van Iseghem vers Sud;2025-10-25;Vacances de la Toussaint
666;2025-10-25;0;2;0;1;1;0;0;1;1;5;2;2;4;4;5;6;9;2;6;7;3;8;4;1;74;;6;666 - Pont Audibert vers Sud;2025-10-25;Vacances de la Toussaint
727;2025-10-25;2;1;0;0;0;0;4;2;1;10;12;15;21;9;9;17;24;16;9;9;8;5;4;2;180;;6;727 - Pont Tabarly vers Nord;2025-10-25;Vacances de la Toussaint
746;2025-10-25;0;1;0;0;0;0;1;1;6;12;22;24;29;23;8;19;24;10;16;10;1;6;0;0;213;;6;746 - Chemin de halage Tortière vers Sud;2025-10-25;Vacances de la Toussaint
989;2025-10-25;23;10;10;5;8;4;6;15;15;23;37;28;57;38;33;41;59;43;62;54;22;17;15;29;654;;6;989 - Kennedy vers Ouest;2025-10-25;Vacances de la Toussaint
880;2025-10-25;32;25;20;15;14;3;8;17;9;27;28;51;53;56;50;57;87;76;92;83;44;29;32;25;933;;6;880 - Madeleine vers Nord;2025-10-25;Vacances de la Toussaint
996;2025-10-25;10;6;4;1;0;0;3;6;10;19;24;20;18;8;17;29;39;17;30;30;6;7;5;10;319;;6;996 - Van Iseghem vers Nord;2025-10-25;Vacances de la Toussaint
787;2025-10-24;15;6;6;8;7;7;16;63;241;139;72;61;104;86;69;71;106;153;146;133;76;30;18;32;1665;;5;787 - 50 Otages Vers Sud;2025-10-24;Vacances de la Toussaint
679;2025-10-24;0;0;0;0;0;0;0;0;3;3;3;1;6;11;1;2;4;6;6;4;6;0;3;3;62;;5;679 - Bd Malakoff vers Gare Sud;2025-10-24;Vacances de la Toussaint
725;2025-10-24;2;3;2;1;1;1;5;16;52;26;11;11;27;29;12;25;30;53;45;34;10;4;8;4;412;;5;725 - Pont Tabarly vers Sud;2025-10-24;Vacances de la Toussaint
944;2025-10-24;2;0;1;0;1;0;1;10;20;12;6;3;6;7;6;2;11;24;19;5;6;4;0;1;147;;5;944 - Magellan vers Est;2025-10-24;Vacances de la Toussaint
881;2025-10-24;15;12;3;4;6;9;24;57;134;107;68;62;117;84;60;103;125;195;182;128;87;43;42;38;1705;;5;881 - Madeleine vers Sud;2025-10-24;Vacances de la Toussaint
677;2025-10-24;4;0;0;5;4;0;9;28;68;36;17;14;31;32;14;19;23;40;44;25;10;3;4;5;435;;5;677 - Pont Willy Brandt vers Malakoff;2025-10-24;Vacances de la Toussaint
743;2025-10-24;21;11;4;2;4;1;6;45;148;108;49;32;48;70;47;49;63;102;102;97;55;32;27;22;1145;;5;743 - Philippot vers ouest;2025-10-24;Vacances de la Toussaint
744;2025-10-24;5;4;0;0;4;1;5;21;48;36;34;33;57;42;44;41;39;62;86;65;50;20;25;8;730;;5;744 - Calvaire vers Est;2025-10-24;Vacances de la Toussaint
746;2025-10-24;2;0;0;0;0;1;4;27;66;19;11;18;41;25;11;27;45;85;52;20;18;1;6;1;480;;5;746 - Chemin de halage Tortière vers Sud;2025-10-24;Vacances de la Toussaint
946;2025-10-24;9;6;7;4;4;1;9;31;82;60;23;23;58;43;41;19;42;76;65;45;40;18;8;10;724;;5;946 - Magellan vers Est;2025-10-24;Vacances de la Toussaint
847;2025-10-24;43;34;19;7;9;9;19;55;144;101;45;50;96;131;101;93;135;198;187;130;71;55;50;50;1832;;5;847 - Entrée pont Audibert vers Sud;2025-10-24;Vacances de la Toussaint
947;2025-10-24;0;1;0;1;0;1;0;10;52;19;7;6;13;13;4;6;12;19;15;13;2;1;0;1;196;;5;947 - Bd Malakoff vers Ouest;2025-10-24;Vacances de la Toussaint
669;2025-10-24;4;0;0;1;1;13;15;56;135;62;21;23;31;30;19;19;25;41;44;30;24;17;4;2;617;;5;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-24;Vacances de la Toussaint
673;2025-10-24;5;7;4;2;4;4;8;36;66;26;11;15;37;32;25;32;52;104;99;49;31;13;19;17;698;;5;673 - Pont de Pornic vers Sud;2025-10-24;Vacances de la Toussaint
672;2025-10-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;672 - Pont de Pornic vers Nord;2025-10-24;Vacances de la Toussaint
880;2025-10-24;37;21;9;5;10;5;16;72;142;90;33;43;61;91;67;65;80;153;132;100;54;41;42;42;1411;;5;880 - Madeleine vers Nord;2025-10-24;Vacances de la Toussaint
950;2025-10-24;1;0;0;0;0;0;0;3;11;6;1;1;2;1;0;0;1;3;6;1;1;0;0;0;38;;5;950 - avenue de la Libération vers Nord;2025-10-24;Vacances de la Toussaint
960;2025-10-24;0;1;0;0;0;0;2;5;4;1;5;2;8;4;0;4;4;3;4;1;0;1;0;0;49;;5;960 - Sorinières Vers Nord;2025-10-24;Vacances de la Toussaint
989;2025-10-24;19;9;6;2;10;14;31;71;52;36;29;41;96;78;50;49;131;210;154;72;45;39;28;31;1303;;5;989 - Kennedy vers Ouest;2025-10-24;Vacances de la Toussaint
666;2025-10-24;1;3;2;1;0;0;0;3;11;14;4;3;11;7;7;17;18;38;20;14;6;4;6;3;193;;5;666 - Pont Audibert vers Sud;2025-10-24;Vacances de la Toussaint
667;2025-10-24;21;11;10;7;5;8;38;96;222;123;70;66;123;91;83;96;109;183;147;123;91;43;30;38;1834;;5;667 - Entrée pont Audibert vers Nord;2025-10-24;Vacances de la Toussaint
675;2025-10-24;0;0;0;0;0;0;0;7;22;42;29;32;58;33;19;27;38;54;93;71;40;26;23;30;644;;5;675 - Pont Haudaudine vers Nord;2025-10-24;Vacances de la Toussaint
673;2025-10-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;673 - Pont de Pornic vers Sud;2025-10-24;Vacances de la Toussaint
672;2025-10-24;11;4;3;0;1;5;12;73;174;77;37;30;72;48;39;40;67;95;102;69;44;23;18;27;1071;;5;672 - Pont de Pornic vers Nord;2025-10-24;Vacances de la Toussaint
665;2025-10-24;1;1;0;1;2;9;12;57;96;59;20;34;44;41;29;26;42;80;77;39;27;22;13;3;735;;5;665 - Bonduelle vers Nord;2025-10-24;Vacances de la Toussaint
680;2025-10-24;10;12;9;6;11;7;13;58;100;58;34;38;52;57;43;34;61;87;75;63;41;21;14;17;921;;5;680 - Stalingrad vers ouest;2025-10-24;Vacances de la Toussaint
890;2025-10-24;44;25;9;4;9;13;36;109;308;166;66;73;115;114;83;88;173;224;208;158;91;50;49;53;2268;;5;890 - Pont de Pirmil vers Sud;2025-10-24;Vacances de la Toussaint
977;2025-10-24;0;0;0;0;0;0;0;0;2;0;0;2;0;0;2;2;4;4;2;4;0;0;0;0;22;;5;977 - pont des 3 Continents vers Nord;2025-10-24;Vacances de la Toussaint
986;2025-10-24;2;1;1;0;0;0;2;15;50;28;13;14;13;13;18;6;17;25;30;18;7;3;2;5;283;;5;986 - Tremie vers Ouest;2025-10-24;Vacances de la Toussaint
674;2025-10-24;14;6;6;1;2;2;3;43;104;82;39;29;49;64;29;39;55;82;82;69;44;28;27;19;918;;5;674 - Pont Haudaudine vers Sud;2025-10-24;Vacances de la Toussaint
745;2025-10-24;1;0;0;0;0;0;1;1;6;3;3;3;7;1;9;15;7;17;17;9;5;8;1;3;117;;5;745 - Calvaire vers Ouest;2025-10-24;Vacances de la Toussaint
